url,label,categoria,matched_target,notas,campaign
https://www.digimobil.es/atencion-cliente,0,telecomunicaciones,digi,portal Digi oficial,
https://univia.unicajabanco.es/recuperar-clave/ayuda,0,banca,unicajabanco,soporte Unicaja oficial,
https://wetransfer.com,0,saas,wetransfer,servicio WeTransfer oficial,
https://www.ibercaja.es/banca-personal/,0,banca,ibercaja,portal Ibercaja oficial,
https://univia.unicajabanco.es,0,banca,unicajabanco,portal Unicaja oficial,
https://www.bmedonline.es,0,banca,mediolanum,portal Banco Mediolanum oficial,
https://www.unicajabanco.es/es/particulares,0,banca,unicajabanco,home bancaria oficial,
https://walletconnect.network,0,cripto,walletconnect,portal WalletConnect oficial,
https://www.correosexpress.es,0,logística,correosexpress,portal Correos Express oficial,
https://www.bbva.es/personas.html#,0,banca,bbva,home bancaria oficial,
https://www.bancosantander.es/particulares/banca-online/apps/santander,0,banca,santander,app móvil oficial,
https://www.orange.es/pago-facturas,0,telecomunicaciones,orange,portal Orange facturas oficial,
https://www.hbomax.com/es/es/sign-in,0,streaming,hbo,login HBO Max oficial,
https://www.dhl.com/es-es/home/seguimiento.html,0,logística,dhl,seguimiento DHL oficial,
https://accounts.binance.com/es/login,0,cripto,binance,portal Binance oficial,
https://www.amazon.es/ap/signin,0,e-commerce,amazon,login Amazon oficial,
https://www.openbank.es/?toggleLogin&go-to-app=0,0,banca,openbank,login Openbank oficial,
https://www.ing.es/,0,banca,ing,home bancaria oficial,
https://www.openbank.es/app-openbank,0,banca,openbank,app móvil oficial,
https://www.ing.es/seguridad-internet,0,banca,ing,sección de seguridad oficial,
https://m.vodafone.es/mves/login,0,telecomunicaciones,vodafone,login Vodafone oficial,
https://www.caixabank.es/empresa/home/empresas_es.html,0,banca,caixabank,home bancaria oficial,
https://www.movistar.es/area-cliente/mi-cuenta/,0,telecomunicaciones,movistar,área de clientes Movistar oficial,
https://www.bancosantander.es/particulares,0,banca,santander,home bancaria oficial,
https://www.bancomediolanum.es/es-ES/la-banca-personal/,0,banca,mediolanum,portal Banco Mediolanum oficial,
https://login.decathlon.net/sign-in,0,e-commerce,decathlon,login Decathlon oficial,
https://ver.flixole.com/log-in,0,streaming,flixole,login FlixOlé oficial,
https://www.bbva.es/nimbus/signin.html,0,banca,bbva,login BBVA oficial,
https://bancaelectronica.abanca.com,0,banca,abanca,portal banca electrónica Abanca oficial,
https://www.habbo.es,0,gaming,habbo,portal Habbo oficial,
https://mibp.es/es/welcome,0,energía,bp,portal BP oficial,
https://www.abanca.com/es/,0,banca,abanca,home bancaria oficial,
https://areadeclientes.mapfre.es,0,seguros,mapfre,área cliente Mapfre oficial,
https://www.mutua.es/acceso-area-personal/#/login,0,seguros,mutuamadrileña,oficina virtual Mutua Madrileña oficial,
https://www.bancsabadell.com/bsnacional/es/particulares/servicios-de-banca-digital/,0,banca,sabadell,home bancaria oficial,
https://www.correosexpress.es/es/herramientas/localizador-de-envios,0,logística,correosexpress,seguimiento/envíos oficial,
https://www.instagram.com/accounts/password/reset/,0,rrss,instagram,reset password Instagram oficial,
https://www.seur.com/miseur/home,0,logística,seur,portal Seur oficial,
https://login.yahoo.com/,0,saas,yahoo,login Yahoo Mail oficial,
https://www.iberdrola.es/wclifral/login/loginUnicoForm,0,energía,iberdrola,login Iberdrola oficial,
https://www.iberia.com/es/iberiaplus/recuperar-password/,0,viajes,iberia,recuperación Iberia Plus oficial,
https://seguridad.bankinter.com/gestion/es-es/,0,banca,bankinter,sección de seguridad Bankinter oficial,
https://venta.renfe.com/vol/loginParticular.do,0,viajes,renfe,área cliente Renfe oficial,
https://miyoigo.yoigo.com/login,0,telecomunicaciones,yoigo,login Yoigo oficial,
https://web.whatsapp.com,0,rrss,whatsapp,WhatsApp Web oficial,
https://www.bancosantander.es/empresas/banca-online,0,banca,santander,home bancaria oficial,
https://www.bancosantander.es/particulares/banca-online/seguridad-online,0,banca,santander,sección de seguridad oficial,
https://www.caixabank.es/particular/home/particulares_es.html,0,banca,caixabank,home bancaria oficial,
https://www.bbva.es/personas/banca-online,0,banca,bbva,portal banca online BBVA oficial,
https://www.bbva.es/general/seguridad.html,0,banca,bbva,sección de seguridad oficial,
https://www.correos.es/es/es/herramientas/localizador/envios,0,logística,correos,seguimiento/envíos oficial,
https://movil.bbva.es/apps/woody/index.html,0,banca,bbva,app móvil oficial,
https://www.bancsabadell.com/bsnacional/es/particulares/login/,0,banca,sabadell,login oficial clientes,
http://caixacapitalrisc.send2sign.es/login,1,banca,caixabank,.es + Caixa en subdominio (SaaS tercero) + /login → impersonación por subdominio,send2sign.es/login
https://b9xja.dgnsvwrk.es/DwD9I@prmk4JYY2V/*toto@microsoft.com,1,saas,microsoft,.es + marca (microsoft) en la ruta + ofuscación (token + email en path) → patrón SaaS muy útil,dgnsvwrk.es/dwd9i@prmk4jyy2v
https://robllox.com.es,1,gaming,roblox,typosquatting de Roblox + TLD .com.es (orientación ES),robllox.com.es
https://zooominvitenotice.es/project/Windows/invite.php,1,saas,zoom,typosquatting de Zoom + TLD .es + invite.php (flujo típico de invitación) → SaaS claro,zooominvitenotice.es/project
https://robiox.com.es,1,gaming,roblox,typosquatting de Roblox + .com.es (orientación ES),robiox.com.es
http://unicismadrid.es/wp-content/com/index/ch/login.html,1,público,unimadrid,web .es comprometida (WordPress) + ruta /login; sector público/edu,unicismadrid.es/wp-content
https://authline-checkappr0v.com.es/7aIT03j82stf28&sp_aqd=d2lkZ264DGsrFT5vGFGhuTrytrfgUygHjuyTtyYtFGbXJhaQ&th=3/,1,genérico,genérico,.com.es + semántica auth/approve con “0” (obfuscación) + tokens en ruta ⇒ fake login no–acortador / no host gratuito,authline-checkappr0v.com.es/7ait03j82stf28&sp_aqd=d2…
https://koinbay-login.es,1,cripto,coinbase,typosquatting de Coinbase + .es,koinbay-login.es
https://boxperience.es/cuenta/es-ing/ing,1,banca,ing,.es + posible web comprometida + marca ING en ruta,boxperience.es/cuenta
http://authline-checkappr0v.com.es,1,genérico,genérico,.com.es + lexemas auth/approve con “0” → fake login,authline-checkappr0v.com.es
http://serv-authveriline.com.es,1,genérico,genérico,.com.es + mezcla auth/verify → fake login,serv-authveriline.com.es
https://asesoriabarrachina.es/wp-includes/strato/?user-agent=Mozilla/5.0+(Windows+NT+10.0,1,genérico,genérico,web .es comprometida(WordPress),asesoriabarrachina.es/wp-includes
https://coinbasewalletsupport.es,1,cripto,coinbase,abuso de marca Coinbase + .es,coinbasewalletsupport.es
http://secretosbp.es/DROPBOX/DROPBOX/vinc/,1,saas,dropbox,.es + ruta de marca (Dropbox) → impersonación por ruta,secretosbp.es/dropbox
https://app-ing.direct-ayuda.com,1,banca,ing,subdominio “app-ing”+ español en dominio ⇒ phishing ING,direct-ayuda.com
https://app-ing.direct-ayuda.com/esapp/,1,banca,ing,Variante con subruta → mantener diversidad de flujo,direct-ayuda.com/esapp
https://correos-paqueteria.com/asset.php,1,logística,correos,marca ES (Correos) en dominio + “paquetería” (ES) + ruta asset.php típica de kit,correos-paqueteria.com/asset.php
https://dgtt48.lat/yyjxzpjg/e2Walj/7,1,público,dgt,DGT en dominio + tokens/ruta ofuscada; ejemplo sin acortador(útil),dgtt48.lat/yyjxzpjg
https://extremas.com.ar/styles/ccDGT/DGT/cc.php,1,público,dgt,DGT en ruta + TLD .com.ar(caso realista fuera de .es) → cross-host válido,extremas.com.ar/styles
https://ingbanksecure.com/,1,banca,ing,marca ING en dominio + “secure” (login) → directo y claro,ingbanksecure.com
https://l.ead.me/DGTspain,1,público,dgt,acortador + DGT; dejamos 1representativo,l.ead.me/dgtspain
https://www.app-ingmovil-cliente.com,1,banca,ing,marca ING + español en dominio (app/cliente/móvil) → phishing claro,app-ingmovil-cliente.com
https://www.ing-es-movil.com,1,banca,ing,marca ING + es/movil → orientación ES evidente,ing-es-movil.com
http://soporte_ionos.viajoencoche.es/?rid=48Y9hLX,1,saas,ionos,subdominio “soporte_ionos” sobre .es comprometido → impersonación por subdominio,viajoencoche.es
http://www.ionosesfacturas.rf.gd/?i=1,1,saas,ionos,host gratuito + IONOS (es-”facturas”) → ejemplo útil de free-host con marca,ionosesfacturas.rf.gd
https://admin.multa.net/,1,público,dgt,DGT (multa) sin acortador; host dedicado → caso de alta calidad,multa.net
https://idt.oc.cuenta.lonos-facturacion-1and1.enfoquerhgt.com/identifier?pageMessage=wrong-mandant-redirect~~activating&login_hint,1,saas,ionos,IONOS/1&1 en subdominio de tercero + /identifier → impersonación por subdominio,enfoquerhgt.com/identifier
https://ingsecusecuring.web.app/,1,banca,ing,marca ING en cloud free (patrón realista),web.app
https://nflx-cuenta.com/,1,streaming,netflix,Netflix abreviado (nflx) + “cuenta” (ES) → typosquatting claro,nflx-cuenta.com
https://online.multa.net/,1,público,dgt,DGT sin acortador; segundo flujo del mismo host,multa.net
https://orangepro0.godaddysites.com/,1,telecomunicaciones,orange,Orange en host gratuito (GoDaddy Sites) → patrón de kit en free host,orangepro0.godaddysites.com
https://restablecer-cuenta-outlookk.zya.me/,1,saas,outlook,Outlook en host + castellano (“restablecer-cuenta”) + patrón free host,restablecer-cuenta-outlookk.zya.me
https://soporte-netflx.com/,1,streaming,netflix,Netflix typos (netflx) + “soporte” (ES) → phishing claro,soporte-netflx.com
https://alerta-cliente.app,1,genérico,genérico,.app + castellano (“alerta-cliente”)→ patrón banca/teleco sin acortador,alerta-cliente.app
https://alertascliente.webcindario.com/,1,genérico,genérico,castellano + host gratuito (kit típico),alertascliente.webcindario.com
https://infotecnikas.es/re.html,1,genérico,genérico,.es comprometido(ruta mínima) → caso realista no-marca,infotecnikas.es/re.html
https://iradgt.com/Alibaba/alibaba/index.php,1,público,dgt,"DGT en dominio (no acortador), ruta de kit",iradgt.com/alibaba
https://pendientesdeti.es/6d6116da#redacted@abuse.ionos.com,1,genérico,genérico,.es + dominio en castellano (“pendientes de ti”) + token en ruta → genérico ES de calidad,pendientesdeti.es/6d6116da
https://sites.google.com/view/ruraless/p%C3%A1gina-principal,1,banca,caja rural,Caja Rural en Google Sites+ castellano → buen representativo,sites.google.com/ruraless
https://w.aviso-cliente.net,1,banca,genérico,Dominio dedicado con castellano (“aviso-cliente”) → patrón banca/teleco sin acortador,aviso-cliente.net
https://authspacemon.webcindario.com/orangebank/index.php?pwd=TaTe,1,banca,orange,Orange Banken host gratuito(Webcindario) + /index.php→ kit típico,webcindario.com/orangebank
http://avisonlines-ahorro.0hi.me/?i=3,1,banca,genérico,Free host 0hi.me + castellano bancario (“aviso/ahorro”) → cubre patrón,avisonlines-ahorro.0hi.me
https://acceso-bloqueado.webcindario.com/validacion/validecard.html,1,banca,genérico,Castellano (“acceso-bloqueado/validación”) + card → banca realista en free host,webcindario.com/validacion
https://alertabarural.webcindario.com/,1,banca,caja rural,Caja Rural + castellano en webcindario → buen representativo de banca en free host,webcindario.com/alertabarural
https://app.biaclientefonefacil.digital,1,telecomunicaciones,genérico,Teleco campaña dedicada en dominio propio; castellano → útil y no free host,biaclientefonefacil.digital
https://comprastokenbip.webcindario.com/inicio.html,1,cripto,genérico,Cripto tokens en webcindario (representativo del patrón); mantenemos 1 y descartamos el otro,webcindario.com/comprastokenbip
https://enlineaprestamo.webcindario.com/,1,banca,genérico,Castellano financiero (“préstamo”) en host gratuito → patrón realista (1 muestra de “loan scam” ES en webcindario).,webcindario.com/enlineaprestamo
https://facturapostpago.com/,1,telecomunicaciones,genérico,"Teleco + “postpago”(ES) en dominio propio→ campaña dedicada, no free host.",facturapostpago.com
https://form.123formbuilder.com/6236576/para-sms-formulario-de-autorizacion-envio-clave-ivr,1,banca,genérico,Formulario público con texto en castellano(SMS/IVR) → cubrir arquetipo forms-as-phish.,123formbuilder.com/6236576
https://merenciano.net/serviciodecorreo/login/,1,saas,genérico,Sitio comprometido+ “servicio de correo/login”(ES) → caso no-.es pero claro.,merenciano.net/serviciodecorreo
https://portaldigitalclientefeliz.blogspot.com/?gclid=EAIaIQobChMI27GY3K22_QIVzylMCh1KoQmjEAMYASAAEgKlr_D_BwE,1,genérico,genérico,Blogspot (free)+ castellano (“portal/cliente”) → incluir 1muestra de Blogspot.,blogspot.com/portaldigitalclientefeliz
https://recibo-de-pago.weebly.com/,1,genérico,genérico,Weebly (free) + castellano (“recibo de pago”) → cubrir 1 muestra de Weebly.,weebly.com/recibo-de-pago
https://sites.google.com/view/confirmaciondedatos/p%C3%A1gina-principal,1,genérico,genérico,Google Sitesgenérico en castellano (“confirmación de datos”) → 1 muestra genérica(además de la de Caja Rural).,sites.google.com/confirmaciondedatos
https://validar-tarjeta.webcindario.com/,1,banca,genérico,Castellano banca (“validar-tarjeta”) en host gratuito → buen patrón de fraude de tarjeta.,webcindario.com/validar-tarjeta
https://walletconnect.com-secure.es/,1,cripto,walletconnect,Cripto/WalletConnect + “.com-secure”(impersonación) + .es → claro y útil.,walletconnect.com-secure.es
https://bit.ly/Correos-ESP,1,logística,correos,Acortador + Correos explícito (“ESP”) → dejamos este como representativo.,bit.ly/correos-esp
https://l.ead.me/BBVA24,1,banca,bbva,Acortador con BBVA explícito; 1 representativo para la marca (cap por marca=1).,l.ead.me/bbva24
https://particulares-netbancosantander.web.app/,1,banca,banco santander,Banca (Santander) + castellano (“particulares/net banco”) en cloud free → patrón útil; 1 muestra.,web.app/particulares-netbancosantander
https://soportetuexperto-orange-es.webflow.io/,1,telecomunicaciones,orange,Telecom Orange + castellano (“soporte/experto”) en SaaS Webflow→ patrón nuevo sin acortador.,webflow.io/soportetuexperto-orange-es
https://netflix-pagos.blog/,1,streaming,netflix,Streaming ya cubierto (2/2) con señales fuertes; esta va a reserva para no saturar.,netflix-pagos.blog
https://crelosa.app/lnn/dhl-new%20(1).html,1,logística,dhl,Logística DHL en dominio propio (no acortador / no free host); suma variedad logística.,crelosa.app/lnn
https://www.binance.com.loginsn.cc/,1,cripto,binance,Impersonación por subdominio (“binance.com”) sobre dominio tercero → cripto de alta señal.,loginsn.cc
https://netflix-seguro.com/index.php,1,streaming,netflix,Typosquatting de Netflix + dominio engañoso con palabra 'seguro' + TLD .com orientado a usuarios hispanohablantes + campaña en castellano.,netflix-seguro.com/index.php
https://www.ing-appmovil-inicio.com/,1,banca,ing,"Phishing ING España + dominio falso con keywords en castellano ('appmovil', 'inicio') + TLD .com.",www.ing-appmovil-inicio.com
https://www.ing-web-inicios.com/,1,banca,ing,"Phishing ING España + dominio falso con keywords en castellano ('web', 'inicios') + TLD .com.",www.ing-web-inicios.com
https://www.ing-es-movil.com/,1,banca,ing,Phishing ING España + dominio falso con keyword 'es' (orientación a España) + 'movil' en castellano.,www.ing-es-movil.com
https://seguridad-ingclientes.com/es,1,banca,ing,"Phishing ING España + dominio con keywords en castellano ('seguridad', 'clientes') + path '/es' reforzando targeting a España.",seguridad-ingclientes.com/es
http://vodafone.accept-term.com,1,telecomunicaciones,vodafone,"Vodafone, impersonación por subdominio .com, no es free host, señal global",accept-term.com
https://aviso-caixa.digital/inicio/enter,1,banca,caixabank,"Phishing CaixaBank + dominio engañoso con palabra 'aviso' + keyword en castellano 'inicio' en la ruta + TLD .digital (sospechoso, no oficial).",aviso-caixa.digital/inicio/enter
http://movistarui.vip,1,telecomunicaciones,movistar,"Dominio dedicado sin acortador/free host, la usamos como 1 excepción técnica hasta encontrar una clara Movistar",movistarui.vip
https://santanderib.com,1,banca,santander,Phishing Banco Santander + dominio typosquatting simplificado (ib ≠ oficial) + ausencia de subdominios legítimos + TLD .com.,santanderib.com
https://pago-master.digital/Confirmacio%CC%81n%20de%20Pago.html,1,genérico,genérico,Phishing financiero en castellano + dominio fraudulento con keyword 'pago' + TLD .digital + página titulada 'Confirmación de Pago'.,pago-master.digital/confirmación de pago.html
https://dhl.com-esoo.top/es,1,logística,dhl,Marca DHL en dominio (impersonación/typosquatting) + ruta /es (orientación castellano) + no acortador/no free host → logística de alta señal,dhl.com-esoo.top/es
https://netflix-reglamentos.info/pages/,1,streaming,netflix,Phishing Netflix + dominio engañoso con keyword 'reglamentos' + TLD .info sospechoso + campaña en castellano.,netflix-reglamentos.info/pages
http://srv235099.hoster-test.ru/BBVA-PAGINA,1,banca,bbva,Phishing BBVA + hosting ruso (.ru) + palabra clave 'PAGINA' en castellano en la ruta.,srv235099.hoster-test.ru/bbva-pagina
http://bancaonline0103.webcindario.com/home.php,1,banca,genérico,Phishing bancario + hosting gratuito Webcindario + keywords en castellano ('bancaonline').,bancaonline0103.webcindario.com/home.php
http://www.habbocreditosparati.blogspot.com/,1,gaming,habbo,Phishing Habbo + blogspot gratuito + keywords en castellano 'créditos para ti'.,www.habbocreditosparati.blogspot.com
https://activartarjetabp.webcindario.com,1,energía,bp,Phishing BP España + hosting gratuito Webcindario + keyword en castellano 'activar tarjeta'.,activartarjetabp.webcindario.com
https://digitalefectiva.webcindario.com/Efe/,1,banca,genérico,"Phishing bancario genérico + Webcindario gratuito + keywords en castellano ('digital', 'efectiva').",digitalefectiva.webcindario.com/efe
https://galiciaseguridad.myportfolio.com/,1,genérico,genérico,Phishing banca Galicia + hosting gratuito Adobe MyPortfolio + keyword 'seguridad'.,galiciaseguridad.myportfolio.com
https://hdseguridad.webcindario.com/,1,genérico,genérico,Phishing genérico + Webcindario gratuito + keyword 'seguridad' en castellano.,hdseguridad.webcindario.com
https://kmctayurvedacollege.org/ingresoseguro/,1,banca,genérico,Phishing bancario genérico + hosting académico (.org) sin relación + ruta 'ingresoseguro' en castellano.,kmctayurvedacollege.org/ingresoseguro
https://l.ead.me/modifica-tu-entrega,1,logística,genérico,Phishing logística (paquetería) + acortador de URL (ead.me) + keywords en castellano 'modifica tu entrega'.,l.ead.me/modifica-tu-entrega
https://misaki4552.github.io/Pagina-instagram/,1,rrss,instagram,Phishing Instagram + GitHub Pages gratuito + nombre de carpeta en castellano 'Pagina-instagram'.,misaki4552.github.io/pagina-instagram
https://my.forms.app/dpdservicioexpress/modulodiaperturacontodpd,1,logística,dpd,Formulario público (forms.app) + logística DPD + castellano → patrón real de landing en formulario (no acortador / no webcindario),forms.app/dpdservicioexpress
https://serviciodecorreo.es/,1,saas,genérico,".es + castellano (“servicio de correo”) en dominio propio, sin acortador / sin free host",serviciodecorreo.es
https://sites.google.com/view/habilitaciondeacceso/p%C3%A1gina-principal,1,genérico,genérico,"Phishing genérico + Google Sites gratuito + keywords en castellano ('habilitacion de acceso', 'página principal').",sites.google.com/view/habilitaciondeacceso/página-principal
https://sites.google.com/view/serviciosexclusivos/p%C3%A1gina-principal,1,genérico,genérico,"Phishing genérico + Google Sites gratuito + keywords en castellano ('servicios exclusivos', 'página principal').",sites.google.com/view/serviciosexclusivos/página-principal
https://www.ing-appmovil-inicio.com,1,banca,ing,"Phishing ING, app",www.ing-appmovil-inicio.com
https://ampliaciones.zonasolicitudeampliacion.click/,1,genérico,genérico,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('solicitud', 'ampliacion') + TLD .click sospechoso.",ampliaciones.zonasolicitudeampliacion.click
https://appcanaldigital.com/,1,telecomunicaciones,genérico,elecom en dominio propio + castellano (“app canal digital”); no acortador / no free-host; patrón “app/área cliente”.,appcanaldigital.com
https://clientepresenteado.digital/inicio,1,genérico,genérico,"Phishing bancario genérico + dominio fraudulento con keywords en castellano ('cliente', 'inicio') + TLD .digital sospechoso.",clientepresenteado.digital/inicio
http://bancosantaderonline.com,1,banca,santander,Phishing Banco Santander + dominio typosquatting sin subdominio legítimo + TLD .com.,bancosantaderonline.com
http://bancosantander.es.hotelparadis.es/aviso/db5359497aecd83/login.php,1,banca,santander,Phishing Banco Santander + subdominio engañoso dentro de 'hotelparadis.es' + ruta con 'aviso/login'.,bancosantander.es.hotelparadis.es/aviso
https://banco-galicia-online.com/galicia/confirm,1,banca,banco galicia,"Phishing Banco Galicia (LatAm, Argentina) + dominio fraudulento con keyword 'galicia' + irrelevante para España.",banco-galicia-online.com/galicia
https://bbva.es.personal-cuenta.info/personal/index.php?tegdfs?,1,banca,bbva,"Phishing BBVA + dominio fraudulento con keywords en castellano ('personal', 'cuenta') + TLD .info sospechoso.",bbva.es.personal-cuenta.info/personal
https://bbva.soporte-web.info/login,1,banca,bbva,Phishing BBVA + dominio fraudulento con keyword 'soporte-web' + TLD .info sospechoso.,bbva.soporte-web.info/login
https://corroes-ep.top/es,1,logística,correos,Phishing Correos España + dominio fraudulento con typo 'corroes' + ruta '/es' en castellano.,corroes-ep.top/es
https://lastbut-bc9a4f.ingress-florina.ewp.live/wp-admin/bbva/area_cliente/confirmacionMovil.html,1,banca,bbva,Phishing BBVA + dominio fraudulento con subdominio ofuscado + ruta '/area_cliente/confirmacionMovil.html' en castellano.,lastbut-bc9a4f.ingress-florina.ewp.live/wp-admin
https://www.seguridadsabadell.com,1,banca,sabadell,Phishing Banco Sabadell + dominio fraudulento con keyword 'seguridad' + TLD .com.,seguridadsabadell.com
